id,code,ep_next,ep_this,first_name,points_per_game,second_name,squad_number,total_points,web_name,team_join_date,birth_date,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,creativity_rank,threat_rank,ict_index_rank,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,points_per_game_rank,starts_per_90,clean_sheets_per_90,position,team_name,team_short_name
195,549329,0.5,,Lucas,0.0,Pires Silva,,0,Lucas Pires,2024-07-16,2001-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,468,459,433,468,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,471,0.0,0.0,DEF,Burnley,BUR
196,450072,0.5,,Shurandy,0.0,Sambo,,0,Sambo,2024-06-28,2001-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,429,419,388,429,,,,0.0,0.0,0.0,0.0,0.0,0.0,432,0.0,0.0,DEF,Burnley,BUR
197,519895,0.5,,Oliver,0.0,Sonne,,0,Sonne,2025-01-01,2000-11-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,461,452,426,461,,,,0.0,0.0,0.0,0.0,0.0,0.0,464,0.0,0.0,DEF,Burnley,BUR
198,180804,0.5,,Axel,1.2,Tuanzebe,,27,Tuanzebe,2025-07-01,1997-11-14,1710,0,1,1,38,1,0,0,3,1,0,0,80,284.4,93.4,25.0,40.1,0,20,0.21,0.26,0.47,32.01,205,242,295,257,,,,0.01,0.0,0.01,0.02,1.68,2.0,326,1.05,0.05,DEF,Burnley,BUR
199,208912,0.5,,Joe,0.0,Worrall,,0,Worrall,2024-08-23,1997-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,408,397,364,408,,,,0.0,0.0,0.0,0.0,0.0,0.0,411,0.0,0.0,DEF,Burnley,BUR
200,444180,1.5,,Jaidon,0.0,Anthony,,0,Anthony,2025-07-01,1999-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,650,650,647,650,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,650,0.0,0.0,MID,Burnley,BUR
201,183751,1.5,,Manuel,0.0,Benson Hedilazio,,0,Benson,2022-08-04,1997-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,640,640,637,640,,,,0.0,0.0,0.0,0.0,0.0,0.0,640,0.0,0.0,MID,Burnley,BUR
202,179458,1.5,,Jacob,0.0,Bruun Larsen,,0,Bruun Larsen,2025-07-11,1998-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,639,639,636,639,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,639,0.0,0.0,MID,Burnley,BUR
203,578614,1.0,,Enock,0.0,Agyei,,0,Boateng,2023-01-30,2005-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,633,632,625,633,,,,0.0,0.0,0.0,0.0,0.0,0.0,633,0.0,0.0,MID,Burnley,BUR
204,250735,1.0,,Darko,0.0,Churlinov,,0,Churlinov,2022-08-19,2000-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,608,606,597,608,,,,0.0,0.0,0.0,0.0,0.0,0.0,609,0.0,0.0,MID,Burnley,BUR
205,172567,1.0,,Josh,0.0,Cullen,,0,Cullen,2022-07-12,1996-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,598,595,584,598,,,,0.0,0.0,0.0,0.0,0.0,0.0,599,0.0,0.0,MID,Burnley,BUR
206,174592,1.0,,Marcus,0.0,Edwards,,0,Edwards,2025-07-01,1998-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,599,596,585,599,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,600,0.0,0.0,MID,Burnley,BUR
207,465527,1.0,,Hannibal,0.0,Mejbri,,0,Hannibal,2024-08-28,2003-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,618,616,609,618,,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,618,0.0,0.0,MID,Burnley,BUR
208,487702,1.0,,Luca,0.0,Koleosho,,0,Koleosho,2023-07-25,2004-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,623,622,615,623,,,,0.0,0.0,0.0,0.0,0.0,0.0,623,0.0,0.0,MID,Burnley,BUR
209,167887,1.0,,Josh,0.0,Laurent,,0,Laurent,2024-08-30,1995-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,597,594,583,597,,,,0.0,0.0,0.0,0.0,0.0,0.0,598,0.0,0.0,MID,Burnley,BUR
210,469272,1.0,,Loum,0.0,Tchaouna,,0,Tchaouna,2025-07-02,2003-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,620,618,611,620,,,,0.0,0.0,0.0,0.0,0.0,0.0,620,0.0,0.0,MID,Burnley,BUR
211,447715,0.5,,Aaron,0.0,Ramsey,,0,A.Ramsey,2023-08-22,2003-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,512,508,488,512,,,,0.0,0.0,0.0,0.0,0.0,0.0,515,0.0,0.0,MID,Burnley,BUR
212,576323,0.5,,Oluwaseun,0.0,Adewumi,,0,Adewumi,2024-08-29,2005-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,576,572,556,576,,,,0.0,0.0,0.0,0.0,0.0,0.0,577,0.0,0.0,MID,Burnley,BUR
213,551206,0.5,,Jaydon,0.0,Banel,,0,Banel,2025-02-03,2004-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,563,559,542,563,,,,0.0,0.0,0.0,0.0,0.0,0.0,565,0.0,0.0,MID,Burnley,BUR
214,437748,0.5,,Mike,0.0,Trésor Ndayishimiye,,0,Trésor,2024-07-01,1999-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,508,504,484,508,,,,0.0,0.0,0.0,0.0,0.0,0.0,511,0.0,0.0,MID,Burnley,BUR
215,431639,1.2,,Zian,0.0,Flemming,,0,Flemming,2025-06-01,1998-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,646,646,643,646,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,646,0.0,0.0,FWD,Burnley,BUR
216,492831,0.9,,Zeki,0.0,Amdouni,,0,Amdouni,2023-07-19,2000-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,625,624,617,625,,,,0.0,0.0,0.0,0.0,0.0,0.0,625,0.0,0.0,FWD,Burnley,BUR
217,435973,0.9,,Lyle,0.0,Foster,,0,Foster,2023-01-25,2000-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,613,610,602,613,,,,0.0,0.0,0.0,0.0,0.0,0.0,613,0.0,0.0,FWD,Burnley,BUR
218,44699,0.5,,Ashley,0.0,Barnes,,0,Barnes,2025-01-02,1989-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,487,478,455,487,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,490,0.0,0.0,FWD,Burnley,BUR
219,220598,0.5,,Michael,0.0,Obafemi,,0,Obafemi,2023-07-01,2000-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,499,494,473,499,,,,0.0,0.0,0.0,0.0,0.0,0.0,502,0.0,0.0,FWD,Burnley,BUR
66,69752,1.3,,Norberto,3.5,Murara Neto,,7,Neto,2022-08-07,1989-07-19,180,0,0,0,2,0,0,0,0,0,11,0,30,77.8,0.0,0.0,7.8,0,2,0.0,0.0,0.0,2.91,316,480,457,343,,,,0.0,5.5,0.0,0.0,1.46,1.0,84,1.0,0.0,GKP,Bournemouth,BOU
67,457569,1.3,,Đorđe,0.0,Petrović,,0,Petrović,2025-07-16,1999-10-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,518,514,494,518,,,,0.0,0.0,0.0,0.0,0.0,0.0,521,0.0,0.0,GKP,Bournemouth,BOU
68,444172,0.0,,Will,0.0,Dennis,,0,Dennis,2019-08-01,2000-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,427,417,386,427,,,,0.0,0.0,0.0,0.0,0.0,0.0,430,0.0,0.0,GKP,Bournemouth,BOU
69,568791,0.0,,Callan,0.0,McKenna,,0,McKenna,2024-02-01,2006-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,474,465,439,474,,,,0.0,0.0,0.0,0.0,0.0,0.0,477,0.0,0.0,GKP,Bournemouth,BOU
70,495145,0.0,,Alex,0.0,Paulsen,,0,Paulsen,2024-07-01,2002-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,453,443,413,453,,,,0.0,0.0,0.0,0.0,0.0,0.0,456,0.0,0.0,GKP,Bournemouth,BOU
71,477580,1.6,,Illia,2.6,Zabarnyi,,94,Zabarnyi,2023-01-31,2002-09-01,3109,0,1,8,42,0,0,0,4,1,0,8,429,651.4,177.0,88.0,92.0,0,35,1.2,0.76,1.96,42.54,65,188,233,142,,,,0.03,0.0,0.02,0.05,1.23,1.22,171,1.01,0.23,DEF,Bournemouth,BOU
72,221466,0.9,,Marcos,1.8,Senesi Barón,,31,Senesi,2022-08-08,1997-05-10,1103,0,0,2,17,0,0,0,5,0,0,3,114,271.6,84.2,39.0,39.6,0,13,0.84,0.48,1.32,14.76,213,248,273,259,,,,0.07,0.0,0.04,0.11,1.2,1.39,268,1.06,0.16,DEF,Bournemouth,BOU
73,54469,0.9,,Adam,2.3,Smith,,57,Smith,2014-01-28,1991-04-29,1586,0,0,6,18,0,0,0,7,0,0,0,161,181.8,147.2,24.0,35.0,0,19,0.65,0.68,1.33,19.04,264,205,296,270,,,,0.04,0.0,0.04,0.08,1.08,1.02,204,1.08,0.34,DEF,Bournemouth,BOU
74,494521,0.9,,Adrien,0.0,Truffert,,0,Truffert,2025-06-16,2001-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,534,530,511,534,,,,0.0,0.0,0.0,0.0,0.0,0.0,537,0.0,0.0,DEF,Bournemouth,BOU
75,541462,0.0,,Matai,0.0,Akinmboni,,0,Akinmboni,2025-01-03,2006-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,463,454,428,463,,,,0.0,0.0,0.0,0.0,0.0,0.0,466,0.0,0.0,DEF,Bournemouth,BOU
76,518906,0.0,,Owen,0.0,Bevan,,0,Bevan,2022-08-22,2003-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,459,450,424,459,,,,0.0,0.0,0.0,0.0,0.0,0.0,462,0.0,0.0,DEF,Bournemouth,BOU
77,463981,0.0,,James,1.7,Hill,,17,Hill,2022-01-05,2002-01-10,443,0,1,1,9,0,0,0,1,0,0,0,55,97.0,38.4,29.0,16.6,0,6,0.29,0.25,0.54,8.54,309,294,291,310,,,,0.06,0.0,0.05,0.11,1.73,1.83,278,1.22,0.2,DEF,Bournemouth,BOU
78,436893,0.0,,Julián,1.0,Araujo Zúñiga,,12,J.Araujo,2024-08-13,2001-08-13,492,0,0,0,10,0,0,0,2,0,0,0,20,56.8,30.6,4.0,9.2,0,7,0.0,0.1,0.1,9.69,328,305,332,334,,,,0.0,0.0,0.02,0.02,1.77,1.83,340,1.28,0.0,DEF,Bournemouth,BOU
79,223911,0.0,,Chris,0.0,Mepham,,0,Mepham,2019-01-22,1997-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,413,403,371,413,,,,0.0,0.0,0.0,0.0,0.0,0.0,416,0.0,0.0,DEF,Bournemouth,BOU
80,575901,0.0,,Julio,1.0,Soler Barreto,,3,Soler,2025-01-07,2005-02-16,9,0,0,0,1,0,0,0,0,0,0,0,8,2.2,1.8,0.0,0.4,0,0,0.0,0.0,0.0,0.08,384,359,441,381,,,,0.0,0.0,0.0,0.0,0.8,10.0,348,0.0,0.0,DEF,Bournemouth,BOU
81,222683,1.3,,Justin,4.6,Kluivert,,158,Kluivert,2023-07-01,1999-05-05,2339,12,6,13,29,0,0,0,8,0,0,14,532,700.0,654.1,771.0,212.0,0,29,10.05,3.66,13.71,32.6,50,41,27,20,3.0,,1.0,0.39,0.0,0.14,0.53,1.25,1.12,16,1.12,0.5,MID,Bournemouth,BOU
82,437730,1.3,,Antoine,4.5,Semenyo,,165,Semenyo,2023-01-27,2000-01-07,3202,11,7,11,41,0,0,0,9,0,0,14,571,792.2,688.9,1204.0,267.8,0,36,9.51,4.43,13.94,44.18,30,35,4,9,,,3.0,0.27,0.0,0.12,0.39,1.24,1.15,22,1.01,0.31,MID,Bournemouth,BOU
83,533463,1.1,,Dango,3.5,Ouattara,,111,O.Dango,2023-01-19,2002-02-11,1998,7,4,7,23,0,0,0,3,0,0,7,432,624.6,496.8,754.0,187.2,0,21,8.42,3.24,11.66,31.96,77,71,29,46,,4.0,,0.38,0.0,0.15,0.53,1.44,1.04,89,0.95,0.32,MID,Bournemouth,BOU
84,201658,1.0,,Marcus,3.0,Tavernier,,87,Tavernier,2022-08-01,1999-03-22,1932,3,7,4,29,0,0,0,6,0,0,4,362,447.0,664.8,442.0,155.4,0,20,5.51,3.65,9.16,25.42,141,39,68,67,1.0,1.0,,0.26,0.0,0.17,0.43,1.18,1.35,134,0.93,0.19,MID,Bournemouth,BOU
85,200785,0.5,,Tyler,2.1,Adams,,58,Adams,2023-08-20,1999-02-14,1959,0,3,6,30,0,0,0,7,0,0,1,315,411.8,261.2,83.0,75.9,0,21,1.33,0.76,2.09,29.26,152,140,236,182,,,,0.06,0.0,0.03,0.09,1.34,1.38,230,0.96,0.28,MID,Bournemouth,BOU
86,111317,0.5,,David,1.8,Brooks,,52,Brooks,2018-07-01,1997-07-08,941,2,1,3,12,0,0,0,3,0,0,2,204,193.6,316.7,300.0,80.4,0,9,2.58,2.02,4.6,15.03,257,114,101,168,5.0,,,0.25,0.0,0.19,0.44,1.44,1.15,270,0.86,0.29,MID,Bournemouth,BOU
87,158499,0.5,,Ryan,2.6,Christie,,76,Christie,2021-08-31,1995-02-22,2114,2,3,8,28,0,0,0,9,0,0,5,435,514.0,576.8,303.0,139.6,0,27,2.14,2.9,5.04,30.17,119,55,99,83,4.0,,,0.09,0.0,0.12,0.21,1.28,1.19,170,1.15,0.34,MID,Bournemouth,BOU
88,155408,0.0,,Lewis,2.3,Cook,,82,Cook,2016-07-08,1997-02-03,2976,1,4,5,44,0,0,0,8,1,0,3,500,607.0,727.1,114.0,144.9,0,32,0.94,3.76,4.7,45.25,85,30,210,75,2.0,,,0.03,0.0,0.11,0.14,1.37,1.33,206,0.97,0.15,MID,Bournemouth,BOU
89,168991,0.5,,Philip,1.0,Billing,,10,Philip,2019-07-29,1996-06-11,176,0,0,0,4,0,0,0,1,0,0,0,52,54.0,102.4,47.0,20.4,0,1,0.55,0.97,1.52,3.35,329,235,268,305,,,,0.28,0.0,0.5,0.78,1.71,2.05,367,0.51,0.0,MID,Bournemouth,BOU
90,503139,0.5,,Alex,1.3,Scott,,26,Scott,2023-08-10,2003-08-21,745,0,0,3,8,0,0,0,3,0,0,0,132,141.6,171.6,118.0,43.2,0,8,0.73,1.0,1.73,10.14,282,192,206,253,,5.0,,0.09,0.0,0.12,0.21,1.22,0.97,324,0.97,0.36,MID,Bournemouth,BOU
91,224995,0.5,,Luis,1.9,Sinisterra Lucumí,,23,Sinisterra,2024-06-14,1999-06-17,229,1,1,0,4,0,0,0,0,0,0,2,90,112.0,115.3,195.0,42.3,0,1,1.18,1.29,2.47,4.08,297,224,157,255,,,,0.46,0.0,0.51,0.97,1.6,1.57,259,0.39,0.0,MID,Bournemouth,BOU
92,441240,0.0,,Romain,0.0,Faivre,,0,Faivre,2023-07-13,1998-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,511,507,487,511,,,,0.0,0.0,0.0,0.0,0.0,0.0,514,0.0,0.0,MID,Bournemouth,BOU
93,424044,0.0,,Hamed,0.0,Traorè,,0,H.Traorè,2023-07-01,2000-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,505,501,481,505,,,,0.0,0.0,0.0,0.0,0.0,0.0,508,0.0,0.0,MID,Bournemouth,BOU
94,550596,0.0,,Dominic,0.0,Sadi,,0,Sadi,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,561,557,540,561,,,,0.0,0.0,0.0,0.0,0.0,0.0,563,0.0,0.0,MID,Bournemouth,BOU
95,530121,0.0,,Zain,1.0,Silcott-Duberry,,1,Silcott-Duberry,2025-01-17,2005-07-09,1,0,0,0,0,0,0,0,0,0,0,0,5,2.0,1.0,0.0,0.3,0,0,0.0,0.0,0.0,0.04,387,362,525,384,,,,0.0,0.0,0.0,0.0,3.6,0.0,357,0.0,0.0,MID,Bournemouth,BOU
96,606775,0.0,,Ben,1.0,Winterburn,,4,Winterburn,2024-11-29,2004-09-04,22,0,0,0,0,0,0,0,0,0,0,0,14,2.4,0.2,2.0,0.4,0,0,0.0,0.0,0.0,0.16,382,375,341,382,,,,0.0,0.0,0.0,0.0,0.65,0.0,365,0.0,0.0,MID,Bournemouth,BOU
97,444102,1.3,,Francisco Evanilson,4.1,de Lima Barbosa,,128,Evanilson,2024-08-16,1999-10-06,2317,10,5,11,30,0,0,1,1,1,0,20,487,456.0,331.9,966.0,174.8,0,28,12.47,1.74,14.21,26.78,137,107,13,56,,,2.0,0.48,0.0,0.07,0.55,1.04,1.17,39,1.09,0.43,FWD,Bournemouth,BOU
98,168636,0.0,,Enes,1.9,Ünal,,32,Enes Ünal,2024-07-01,1997-05-10,330,2,1,2,3,0,0,0,2,0,0,4,97,104.0,56.1,207.0,35.9,0,2,2.73,0.26,2.99,6.38,305,271,144,269,,2.0,,0.74,0.0,0.07,0.81,1.74,0.82,263,0.55,0.55,FWD,Bournemouth,BOU
99,590760,0.0,,Daniel,0.0,Adu-Adjei,,0,Adu-Adjei,2022-12-19,2005-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,582,578,562,582,,,,0.0,0.0,0.0,0.0,0.0,0.0,583,0.0,0.0,FWD,Bournemouth,BOU
100,560262,0.0,,Eli Junior,0.0,Kroupi,,0,Kroupi.Jr,2025-02-02,2006-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,568,564,547,568,,,,0.0,0.0,0.0,0.0,0.0,0.0,569,0.0,0.0,FWD,Bournemouth,BOU
101,200720,2.3,,Caoimhín,4.5,Kelleher,,45,Kelleher,2025-06-03,1998-11-23,900,0,0,4,12,0,1,0,0,0,27,1,156,224.2,0.0,0.0,22.4,0,10,0.0,0.0,0.0,11.09,230,489,468,300,,,,0.0,2.7,0.0,0.0,1.11,1.2,20,1.0,0.4,GKP,Brentford,BRE
102,235448,1.0,,Ellery,0.0,Balcombe,,0,Balcombe,2016-11-02,1999-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,416,406,374,416,,,,0.0,0.0,0.0,0.0,0.0,0.0,419,0.0,0.0,GKP,Brentford,BRE
103,503300,1.0,,Matthew,0.0,Cox,,0,Cox,2021-10-26,2003-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,455,445,417,455,,,,0.0,0.0,0.0,0.0,0.0,0.0,459,0.0,0.0,GKP,Brentford,BRE
104,535017,1.0,,Julian,0.0,Eyestone,,0,Eyestone,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,462,453,427,462,,,,0.0,0.0,0.0,0.0,0.0,0.0,465,0.0,0.0,GKP,Brentford,BRE
105,507433,1.0,,Hákon Rafn,1.0,Valdimarsson,,2,Valdimarsson,2024-01-26,2001-10-13,144,0,0,0,2,0,0,0,0,0,3,0,14,21.4,0.1,0.0,2.1,0,1,0.0,0.0,0.0,1.49,352,376,418,366,,,,0.0,1.88,0.0,0.0,0.93,1.25,342,0.62,0.0,GKP,Brentford,BRE
106,432830,2.6,,Nathan,3.3,Collins,,127,Collins,2023-07-04,2001-04-30,3420,2,7,8,57,0,0,0,5,0,0,11,549,1023.2,160.5,311.0,149.6,0,38,2.44,1.57,4.01,56.31,6,199,96,72,,,,0.06,0.0,0.04,0.1,1.48,1.5,109,1.0,0.21,DEF,Brentford,BRE
107,249231,2.6,,Keane,2.5,Lewis-Potter,,94,Lewis-Potter,2022-07-12,2001-02-22,3092,1,5,8,49,0,0,0,7,0,0,0,460,542.0,462.2,391.0,139.9,0,36,2.96,4.94,7.9,50.62,108,76,81,82,,4.0,,0.09,0.0,0.14,0.23,1.47,1.43,183,1.05,0.23,DEF,Brentford,BRE
108,191866,1.9,,Kristoffer,1.6,Ajer,,39,Ajer,2021-07-21,1998-04-17,1433,0,0,3,25,0,0,0,5,0,0,0,120,199.0,128.1,158.0,48.5,0,17,0.97,0.48,1.45,21.7,252,214,178,239,,,,0.06,0.0,0.03,0.09,1.36,1.57,290,1.07,0.19,DEF,Brentford,BRE
109,194010,1.9,,Rico,0.8,Henry,,4,Henry,2016-08-31,1997-07-08,94,0,0,0,3,0,0,0,0,0,0,0,5,13.6,2.1,2.0,1.7,0,0,0.0,0.01,0.01,2.16,360,358,340,370,,,,0.0,0.0,0.01,0.01,2.07,2.87,386,0.0,0.0,DEF,Brentford,BRE
110,607464,1.9,,Michael,2.2,Kayode,,27,Kayode,2025-07-01,2004-07-10,523,0,1,2,5,0,0,0,2,0,0,0,115,105.2,105.2,30.0,24.2,0,6,0.19,0.7,0.89,6.66,303,234,288,293,,,,0.03,0.0,0.12,0.15,1.15,0.86,218,1.03,0.34,DEF,Brentford,BRE
111,231065,1.9,,Ethan,2.1,Pinnock,,47,Pinnock,2019-07-02,1993-05-29,1912,2,0,2,35,1,0,0,2,0,0,0,233,540.2,101.2,193.0,83.6,0,21,1.08,0.64,1.72,34.33,109,237,158,160,,,,0.05,0.0,0.03,0.08,1.62,1.65,228,0.99,0.09,DEF,Brentford,BRE
112,226956,1.9,,Mads,1.9,Roerslev Rasmussen,,36,Roerslev,2019-10-27,1999-06-24,1100,0,2,2,20,0,0,0,2,0,0,0,125,214.4,185.8,78.0,48.0,0,11,0.2,2.09,2.29,21.52,239,183,240,241,,,,0.02,0.0,0.17,0.19,1.76,1.64,254,0.9,0.16,DEF,Brentford,BRE
113,444765,1.9,,Sepp,2.0,van den Berg,,62,Van den Berg,2024-08-22,2001-12-20,2584,0,1,5,49,0,0,0,3,0,0,1,266,587.4,108.3,226.0,92.3,0,29,2.09,0.52,2.61,44.61,94,232,133,141,,,,0.07,0.0,0.02,0.09,1.55,1.71,243,1.01,0.17,DEF,Brentford,BRE
114,622536,1.0,,Benjamin,0.0,Arthur,,0,Arthur,2024-03-08,2005-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,485,476,453,485,,,,0.0,0.0,0.0,0.0,0.0,0.0,488,0.0,0.0,DEF,Brentford,BRE
115,612534,1.0,,Benjamin,0.0,Fredrick,,0,Fredrick,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,484,475,452,484,,,,0.0,0.0,0.0,0.0,0.0,0.0,487,0.0,0.0,DEF,Brentford,BRE
116,472713,1.0,,Aaron,0.0,Hickey,,0,Hickey,2022-07-09,2002-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,439,429,398,439,,,,0.0,0.0,0.0,0.0,0.0,0.0,442,0.0,0.0,DEF,Brentford,BRE
117,570241,1.0,,Kim,1.0,Ji-soo,,3,Ji-soo,2023-07-20,2004-12-24,28,0,0,0,0,0,0,0,0,0,0,0,8,5.0,0.8,0.0,0.6,0,0,0.0,0.0,0.0,0.32,373,363,440,379,,,,0.0,0.0,0.0,0.0,1.03,0.0,347,0.0,0.0,DEF,Brentford,BRE
118,499717,1.0,,Jayden,1.0,Meghoma,,1,Meghoma,2024-08-30,2006-06-28,4,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0,0,0.0,0.0,0.0,0.14,389,371,416,389,,,,0.0,0.0,0.0,0.0,3.15,0.0,341,0.0,0.0,DEF,Brentford,BRE
120,513418,2.3,,Kevin,3.9,Schade,,149,Schade,2023-07-01,2001-11-27,2281,11,4,10,34,0,0,0,3,0,0,12,498,630.8,312.7,892.0,183.3,0,26,8.45,1.75,10.2,30.66,70,116,19,50,,,,0.33,0.0,0.07,0.4,1.21,1.34,55,1.03,0.39,MID,Brentford,BRE
121,440089,2.1,,Mikkel,3.4,Damsgaard,,131,Damsgaard,2022-08-10,2000-07-03,2911,2,10,11,41,0,0,0,2,0,0,10,611,714.8,1006.4,338.0,205.9,0,34,2.91,7.01,9.92,45.6,48,6,91,27,2.0,3.0,,0.09,0.0,0.22,0.31,1.41,1.27,104,1.05,0.34,MID,Brentford,BRE
